F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,TARGET1,TARGET2
7.148,10.803333324,38979212.99999999,44.63481666666666,152.27388333333334,332045.0,332045.0,1119.607,561.15,971.7139999999999,295800.0,99800.0,1554100.0,103500.0,0.4523100000000001,0.8959999999999999,0.95,0.983
8.206,12.346666655999998,50997940.0,51.46056666666666,155.35806666666667,438004.0,438004.0,1216.9589999999996,561.15,1013.617,356900.0,99800.0,1846100.0,104100.0,0.6166400000000001,1.221,0.95,0.983
9.3,13.889999988,72768423.0,59.34051666666666,163.07886666666667,645029.0,645029.0,1381.7620000000006,561.15,1061.114,448800.00000000006,99800.0,2259200.0,104900.0,0.91705,1.815,0.95,0.983
1.138,1.5433333319999998,5449868.0,23.46406666666667,112.38796666666669,11046.0,11046.0,883.576,561.15,848.2710000000002,128800.0,99800.0,697500.0,101900.0,0.0,0.249,0.95,0.984
2.088,3.086666664,6491693.0,22.61213333333333,113.99018333333332,24629.0,24629.0,893.52,561.15,851.329,131100.0,99800.0,711800.0,101900.0,0.19526,0.278,0.95,0.984
3.144,4.6299999960000005,8380141.0,23.112716666666664,118.91866666666668,60365.0,60365.0,871.7180000000002,561.15,859.387,138800.0,99800.0,750800.0,102000.0,0.1278,0.253,0.95,0.984
4.1610000000000005,6.173333327999999,14725170.0,25.79118333333333,130.17983333333333,113792.0,113792.0,926.565,561.15,885.5369999999997,165600.0,99800.0,892500.0000000001,102200.0,0.17724,0.35100000000000003,0.95,0.984
5.14,7.71666666,21638127.0,32.07213333333333,141.71689999999995,175304.0,175304.0,995.733,561.15,917.14,207600.0,99800.0,1109300.0,102600.0,0.25865,0.512,0.95,0.984
6.175,9.259999992000001,29795502.0,38.45500000000001,147.29478333333333,246333.0,246333.0,1063.486,561.15,947.526,249800.00000000003,99800.0,1323200.0,103000.0,0.35103,0.695,0.95,0.984
7.148,10.803333324,38978773.0,44.63480000000001,152.28221666666667,332181.0,332181.0,1118.5810000000001,561.15,971.542,295800.0,99800.0,1552400.0,103500.0,0.4515,0.894,0.95,0.984
8.206,12.346666655999998,50997820.0,51.46055,155.36403333333334,438067.0,438067.0,1215.932,561.15,1013.456,356800.0,99800.0,1844000.0,104100.0,0.61568,1.219,0.95,0.984
9.3,13.889999988,72770382.0,59.34035,163.09173333333334,644892.0,644892.0,1380.882,561.15,1060.9769999999999,448700.0,99800.0,2256500.0,104900.0,0.91601,1.813,0.95,0.984
1.138,1.5433333319999998,6303740.0,23.28318333333333,112.32308333333332,10400.0,10400.0,907.318,561.15,851.207,131200.0,99800.0,711000.0,101900.0,0.0,0.278,0.95,0.985
2.088,3.086666664,6420429.0,22.596416666666666,114.02326666666666,24465.0,24465.0,891.1039999999997,561.15,850.9499999999997,130900.0,99800.0,710100.0,101900.0,0.2026300000000001,0.276,0.95,0.985
3.144,4.6299999960000005,8380258.0,23.112716666666664,118.96191666666668,60371.0,60371.0,870.9,561.15,859.2379999999997,138800.0,99800.0,750100.0,102000.0,0.12746000000000002,0.252,0.95,0.985
4.1610000000000005,6.173333327999999,14725326.0,25.79118333333333,130.21371666666667,113806.0,113806.0,925.681,561.15,885.3760000000002,165500.0,99800.0,891600.0,102200.0,0.17681999999999998,0.35,0.95,0.985
5.14,7.71666666,21638294.0,32.07216666666667,141.73216666666667,175328.0,175328.0,994.756,561.15,916.958,207600.0,99800.0,1108200.0,102600.0,0.25809000000000004,0.511,0.95,0.985
6.175,9.259999992000001,29795876.0,38.4549,147.31211666666667,246256.0,246256.0,1062.381,561.15,947.305,249800.00000000003,99800.0,1321800.0,103000.0,0.35031,0.6940000000000001,0.95,0.985
7.148,10.803333324,38978199.0,44.6347,152.2907166666666,332044.0,332044.0,1117.548,561.15,971.373,295700.0,99800.0,1550700.0,103500.0,0.4507,0.892,0.95,0.985
8.206,12.346666655999998,50997702.00000001,51.46051666666666,155.36998333333338,437990.0,437990.0,1214.909,561.15,1013.296,356700.0,99800.0,1841900.0,104100.0,0.6147199999999999,1.217,0.95,0.985
9.3,13.889999988,72771461.0,59.34035,163.10436666666666,644815.0,644815.0,1380.0,561.15,1060.841,448500.00000000006,99800.0,2253800.0,104900.0,0.91496,1.811,0.95,0.985
1.138,1.5433333319999998,7325655.0,22.91655,112.14406666666667,9099.0,9099.0,939.4069999999999,561.15,854.0799999999997,133400.0,99800.0,724500.0,101900.0,0.04989,0.322,0.95,0.986
2.088,3.086666664,6310331.0,22.57245,114.05133333333332,24201.0,24201.0,887.653,561.15,850.365,130500.0,99800.0,707400.0,101900.0,0.20679,0.272,0.95,0.986
3.144,4.6299999960000005,8380389.999999999,23.11273333333333,119.00518333333332,60369.0,60369.0,870.0849999999997,561.15,859.0889999999997,138800.0,99800.0,749300.0,102000.0,0.12712,0.252,0.95,0.986
4.1610000000000005,6.173333327999999,14725396.999999998,25.7912,130.2475,113784.0,113784.0,924.799,561.15,885.215,165500.0,99800.0,890700.0,102200.0,0.1764,0.349,0.95,0.986
5.14,7.71666666,21638498.0,32.07218333333333,141.74745,175300.0,175300.0,993.781,561.15,916.7769999999999,207500.00000000003,99800.0,1107100.0,102600.0,0.25754,0.51,0.95,0.986
6.175,9.259999992000001,29796172.000000004,38.454733333333344,147.32935,246337.0,246337.0,1061.28,561.15,947.085,249700.0,99800.0,1320500.0,103000.0,0.34959,0.6920000000000001,0.95,0.986
7.148,10.803333324,38977811.0,44.63465,152.29916666666668,332138.0,332138.0,1116.5169999999996,561.15,971.203,295700.0,99800.0,1549000.0,103500.0,0.44988999999999996,0.8909999999999999,0.95,0.986
8.206,12.346666655999998,50997590.99999999,51.46048333333333,155.37593333333334,437990.0,437990.0,1213.889,561.15,1013.137,356600.0,99800.0,1839800.0,104100.0,0.6137600000000001,1.215,0.95,0.986
9.3,13.889999988,72771813.0,59.34048333333333,163.11679999999996,644825.0,644825.0,1379.1170000000006,561.15,1060.705,448400.0,99800.0,2251100.0,104900.0,0.91391,1.809,0.95,0.986
1.138,1.5433333319999998,7456772.0,22.72385,112.06655,8435.0,8435.0,945.2139999999999,561.15,854.105,133400.0,99800.0,724600.0,101900.0,0.11382,0.333,0.95,0.987
2.088,3.086666664,6089628.0,22.52965,114.06716666666668,23732.0,23732.0,881.66,561.15,849.3610000000001,129800.0,99800.0,702700.0,101900.0,0.21587,0.266,0.95,0.987
3.144,4.6299999960000005,8380489.0,23.11273333333333,119.04843333333334,60376.0,60376.0,869.2710000000002,561.15,858.9399999999997,138700.0,99800.0,748600.0,102000.0,0.12678,0.251,0.95,0.987
4.1610000000000005,6.173333327999999,14725441.0,25.79121666666667,130.28128333333333,113809.0,113809.0,923.919,561.15,885.054,165500.0,99800.0,889800.0,102200.0,0.17598,0.348,0.95,0.987
5.14,7.71666666,21638563.0,32.07223333333334,141.76266666666666,175334.0,175334.0,992.808,561.15,916.596,207500.00000000003,99800.0,1105900.0,102600.0,0.25698000000000004,0.509,0.95,0.987
6.175,9.259999992000001,29796443.0,38.4546,147.34658333333334,246268.0,246268.0,1060.182,561.15,946.864,249700.0,99800.0,1319100.0,103000.0,0.34887,0.691,0.95,0.987
7.148,10.803333324,38977355.0,44.63465,152.3076,332161.0,332161.0,1115.4879999999996,561.15,971.033,295600.0,99800.0,1547300.0,103500.0,0.44908000000000003,0.889,0.95,0.987
8.206,12.346666655999998,50997502.0,51.46043333333333,155.38186666666667,438025.0,438025.0,1212.8719999999996,561.15,1012.978,356600.0,99800.0,1837600.0,104100.0,0.6128100000000001,1.213,0.95,0.987
9.3,13.889999988,72772940.0,59.34038333333333,163.1293,645069.0,645069.0,1378.239,561.15,1060.57,448300.0,99800.0,2248400.0,104900.0,0.9128700000000001,1.807,0.95,0.987
1.138,1.5433333319999998,6810551.0,22.230583333333332,111.79048333333333,6756.0,6756.0,934.858,561.15,851.165,130800.0,99800.0,710700.0,101900.0,0.2558,0.328,0.95,0.988
2.088,3.086666664,6169829.0,22.54903333333333,114.12236666666666,23940.0,23940.0,882.697,561.15,849.5749999999997,130100.0,99800.0,703700.0,101900.0,0.21312,0.267,0.95,0.988
3.144,4.6299999960000005,8380543.0,23.11275,119.09163333333332,60364.0,60364.0,868.4580000000002,561.15,858.7909999999997,138700.0,99800.0,747900.0,102000.0,0.12645,0.25,0.95,0.988
4.1610000000000005,6.173333327999999,14725555.0,25.79121666666667,130.31518333333332,113809.0,113809.0,923.042,561.15,884.8939999999999,165500.0,99800.0,888899.9999999999,102200.0,0.17556000000000002,0.348,0.95,0.988
5.14,7.71666666,21638709.0,32.072266666666664,141.77793333333332,175299.0,175299.0,991.837,561.15,916.415,207500.00000000003,99800.0,1104800.0,102600.0,0.25642,0.508,0.95,0.988
6.175,9.259999992000001,29796753.0,38.4545,147.36383333333333,246297.0,246297.0,1059.088,561.15,946.645,249700.0,99800.0,1317700.0,103000.0,0.34816,0.6890000000000001,0.95,0.988
7.148,10.803333324,38977062.00000001,44.63461666666667,152.31605,332158.0,332158.0,1114.463,561.15,970.864,295500.0,99800.0,1545600.0,103500.0,0.44828,0.888,0.95,0.988
8.206,12.346666655999998,50997385.0,51.46039999999999,155.38778333333332,438127.0,438127.0,1211.857,561.15,1012.82,356500.0,99800.0,1835500.0,104100.0,0.6118600000000001,1.211,0.95,0.988
9.3,13.889999988,72773589.0,59.34048333333333,163.14166666666662,645021.0,645021.0,1377.3629999999994,561.15,1060.436,448200.0,99800.0,2245700.0,104900.0,0.9118299999999999,1.805,0.95,0.988
1.138,1.5433333319999998,4893243.0,21.87918333333333,111.58651666666668,5598.0,5598.0,888.51,561.15,843.7339999999997,124900.0,99800.0,676900.0,101900.0,0.33173,0.278,0.95,0.989
2.088,3.086666664,5864141.0,22.49733333333333,114.1327,23383.0,23383.0,874.533,561.15,848.203,129100.0,99800.0,697500.0,101900.0,0.22212,0.258,0.95,0.989
3.144,4.6299999960000005,8380698.0,23.11276666666667,119.13496666666668,60366.0,60366.0,867.648,561.15,858.6419999999997,138700.0,99800.0,747200.0,102000.0,0.12611,0.25,0.95,0.989
4.1610000000000005,6.173333327999999,14725621.000000002,25.79123333333333,130.34905,113813.0,113813.0,922.167,561.15,884.7339999999997,165500.0,99800.0,888100.0,102200.0,0.17514000000000002,0.34700000000000003,0.95,0.989
5.14,7.71666666,21638765.0,32.0723,141.79316666666668,175350.0,175350.0,990.869,561.15,916.235,207400.0,99800.0,1103700.0,102600.0,0.25587,0.506,0.95,0.989
6.175,9.259999992000001,29797061.0,38.45436666666667,147.38108333333332,246305.0,246305.0,1057.996,561.15,946.426,249600.0,99800.0,1316400.0,103000.0,0.34745,0.688,0.95,0.989
7.148,10.803333324,38976661.0,44.63458333333333,152.32448333333332,332072.0,332072.0,1113.44,561.15,970.696,295500.0,99800.0,1543900.0,103500.0,0.44747,0.8859999999999999,0.95,0.989
8.206,12.346666655999998,50997254.0,51.46038333333333,155.3937,438133.0,438133.0,1210.846,561.15,1012.663,356400.0,99800.0,1833400.0,104100.0,0.6109100000000001,1.209,0.95,0.989
9.3,13.889999988,72773853.0,59.34056666666667,163.15385,645058.0,645058.0,1376.486,561.15,1060.302,448000.00000000006,99800.0,2243000.0,104900.0,0.91079,1.803,0.95,0.989
1.138,1.5433333319999998,3716231.0,21.802416666666666,111.56055,5337.0,5337.0,855.9830000000002,561.15,838.677,121200.0,99800.0,655000.0,101900.0,0.33388,0.241,0.95,0.99
2.088,3.086666664,5609242.0,22.46423333333333,114.15481666666666,23017.0,23017.0,867.543,561.15,847.1089999999997,128300.0,99800.0,692500.0,101900.0,0.22981,0.25,0.95,0.99
3.144,4.6299999960000005,8380816.999999999,23.11276666666667,119.17826666666666,60381.0,60381.0,866.8389999999997,561.15,858.4929999999997,138700.0,99800.0,746400.0,102000.0,0.12577,0.249,0.95,0.99
4.1610000000000005,6.173333327999999,14725671.999999998,25.79125,130.38291666666666,113813.0,113813.0,921.293,561.15,884.574,165400.0,99800.0,887200.0,102200.0,0.17472000000000001,0.34600000000000003,0.95,0.99
5.14,7.71666666,21639049.0,32.072316666666666,141.8085,175304.0,175304.0,989.904,561.15,916.055,207400.0,99800.0,1102600.0,102600.0,0.25532,0.505,0.95,0.99
6.175,9.259999992000001,29797330.0,38.45425,147.39829999999995,246366.0,246366.0,1056.908,561.15,946.208,249600.0,99800.0,1315000.0,103000.0,0.34673000000000004,0.687,0.95,0.99
7.148,10.803333324,38976329.0,44.63461666666667,152.33293333333333,332101.0,332101.0,1112.42,561.15,970.528,295400.0,99800.0,1542300.0,103500.0,0.44667,0.884,0.95,0.99
